Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
BHARTIARTL,EQ,29-01-2019,305.15,305,309.65,301.7,306.95,307.85,306.98,2893056,888096822.3,49974,744271,25.73
BHARTIARTL,EQ,30-01-2019,307.85,309,312.9,300.1,303,303.7,307.49,5906356,1816150681,62299,2532459,42.88
BHARTIARTL,EQ,31-01-2019,303.7,304.5,310.45,303.15,305.9,306.4,305.91,8555853,2617313200,92382,3481403,40.69
BHARTIARTL,EQ,01-02-2019,306.4,305.1,320.9,305,311.35,311.85,313.54,8331159,2612118833,80049,1078233,12.94
BHARTIARTL,EQ,04-02-2019,311.85,310,310.75,302.2,307.6,306.55,305.15,3511129,1071412128,44619,675231,19.23
BHARTIARTL,EQ,05-02-2019,306.55,295.4,311.65,292.85,307,308.2,301.39,13229252,3987209443,111242,1697864,12.83
BHARTIARTL,EQ,06-02-2019,308.2,307,310.5,301,308.6,308.75,305.41,4688955,1432035442,53278,803311,17.13
BHARTIARTL,EQ,07-02-2019,308.75,308.6,314.4,305.2,310,311.15,311.48,3472111,1081495541,41204,571288,16.45
BHARTIARTL,EQ,08-02-2019,311.15,309,314.2,306.1,312.35,313.25,310.94,3076831,956707380.5,47598,573058,18.62
BHARTIARTL,EQ,11-02-2019,313.25,315,315.45,311,311.7,312.2,312.76,2977404,931209974.5,43844,913360,30.68
BHARTIARTL,EQ,12-02-2019,312.2,311.7,315.6,309.65,310.35,311.25,312.4,2006320,626768444.6,32520,471516,23.5
BHARTIARTL,EQ,13-02-2019,311.25,312.45,312.55,307.3,311.7,310.55,310.57,2196566,682189870.3,58404,536275,24.41
BHARTIARTL,EQ,14-02-2019,310.55,309,309.9,296.5,301.85,300.8,301.16,7726834,2327047956,87315,3367146,43.58
BHARTIARTL,EQ,15-02-2019,300.8,301,306.05,297.35,304.45,304.6,301.25,6063171,1826558970,63096,2736437,45.13
BHARTIARTL,EQ,18-02-2019,304.6,306.9,307.15,300.05,302.3,302.55,301.85,4001810,1207963435,43079,1842578,46.04
BHARTIARTL,EQ,19-02-2019,302.55,303.9,313.5,301.55,304.6,303.7,308.7,6844127,2112816067,55391,1510921,22.08
BHARTIARTL,EQ,20-02-2019,303.7,305.55,310.85,304.95,308.5,309,307.75,5603086,1724337807,53129,2290769,40.88
BHARTIARTL,EQ,21-02-2019,309,305.9,311,303,310.05,309.9,306.1,5232493,1601691929,44595,1431179,27.35
BHARTIARTL,EQ,22-02-2019,309.9,309.2,316.5,308.05,314,313.85,313.75,5587441,1753066480,34525,1469276,26.3
BHARTIARTL,EQ,25-02-2019,313.85,314,320,311.6,317.9,317.25,316.43,3744506,1184856425,49165,1106885,29.56
BHARTIARTL,EQ,26-02-2019,317.25,315.7,320.5,313.4,315.1,315.45,316.66,5012987,1587433097,56404,1634082,32.6
BHARTIARTL,EQ,27-02-2019,315.45,318.95,325.25,314.35,323.85,320.15,319.12,4080123,1302037857,46038,766502,18.79
BHARTIARTL,EQ,28-02-2019,320.15,324.9,326.95,315.95,319.45,318.05,320.07,6928578,2217600560,86778,1404909,20.28
BHARTIARTL,EQ,01-03-2019,318.05,317.8,317.8,302.1,308,307.65,307.61,26657232,8200068545,166455,9063775,34
BHARTIARTL,EQ,05-03-2019,307.65,308,309.2,303.6,308,307.85,306.51,10271412,3148288827,115512,4191881,40.81
BHARTIARTL,EQ,06-03-2019,307.85,310.95,313.25,308.3,309,309.4,310.52,6392974,1985150299,51883,2181988,34.13
BHARTIARTL,EQ,07-03-2019,309.4,310,312.2,307,307.4,307.65,309.38,5828055,1803075390,52747,2342411,40.19
BHARTIARTL,EQ,08-03-2019,307.65,309.75,312,307.65,308.5,308.7,309.59,4002947,1239288746,38484,1217420,30.41
BHARTIARTL,EQ,11-03-2019,308.7,309.05,337.1,308.7,334.5,333.8,325.7,15374558,5007552527,117664,6189291,40.26
BHARTIARTL,EQ,12-03-2019,333.8,332.8,354,329.35,350.5,351.8,346.61,27100883,9393488236,195184,5434913,20.05
BHARTIARTL,EQ,13-03-2019,351.8,348.5,356.55,336.5,336.75,337.75,343.85,12612026,4336658540,107665,3171726,25.15
BHARTIARTL,EQ,14-03-2019,337.75,337,345.95,334.55,345.95,342.4,340.45,6246873,2126775306,53904,674065,10.79
BHARTIARTL,EQ,15-03-2019,342.4,344,344.85,331.2,337.95,337.7,336.67,10397551,3500567165,81146,4010912,38.58
BHARTIARTL,EQ,18-03-2019,337.7,338,343.65,329.3,329.85,330.6,333.42,7007083,2336325906,69606,2601906,37.13
BHARTIARTL,EQ,19-03-2019,330.6,332,339.45,332,337.15,336.75,336.06,5082584,1708050316,57298,1058874,20.83
BHARTIARTL,EQ,20-03-2019,336.75,337.15,339.9,332.35,335,334,334.89,2982715,998877839.8,31025,631834,21.18
BHARTIARTL,BL,22-03-2019,416.5,334,334,334,334,334,334,717691,239708794,1,717691,100
BHARTIARTL,EQ,22-03-2019,334,336,347.4,329.3,331.6,331.55,337.63,8213789,2773228314,81745,1881082,22.9
BHARTIARTL,EQ,25-03-2019,331.55,332.9,334.9,323.2,327.15,327,328.45,4734760,1555151118,42103,958120,20.24
BHARTIARTL,EQ,26-03-2019,327,328.55,331.4,326.25,328.7,327.8,328.27,3827846,1256558101,41052,1074830,28.08
BHARTIARTL,EQ,27-03-2019,327.8,331,333,320.4,321.6,322.5,327.92,5364208,1759044880,45452,2113090,39.39
BHARTIARTL,EQ,28-03-2019,322.5,322.6,333,317.75,330.8,329.95,327.25,12272355,4016110330,92873,7239763,58.99
BHARTIARTL,EQ,29-03-2019,329.95,331,336.35,329,331.55,333.1,332.89,4459756,1484614630,50896,1323719,29.68
BHARTIARTL,EQ,01-04-2019,333.1,333.9,344.95,333.2,343,340.8,340.15,6381272,2170620965,70877,2466818,38.66
BHARTIARTL,EQ,02-04-2019,340.8,343,359,343,356,356.45,353.2,20054316,7083137291,143766,7304209,36.42
BHARTIARTL,EQ,03-04-2019,356.45,356,363,347.5,350.35,350,357.37,11041131,3945723940,106929,3648475,33.04
BHARTIARTL,EQ,04-04-2019,350,352,359.5,352,357,356.8,356.35,10966638,3907990802,125508,4308895,39.29
BHARTIARTL,EQ,05-04-2019,356.8,358.6,359.75,353.55,358.3,356.65,356.24,3359951,1196932772,30674,804604,23.95
BHARTIARTL,EQ,08-04-2019,356.65,358.4,363.8,352.55,355.5,354.95,357.93,5097675,1824628792,67961,869852,17.06
BHARTIARTL,EQ,09-04-2019,354.95,358.55,361,341.5,350.8,351.6,348.74,9079248,3166265503,110697,1769890,19.49
BHARTIARTL,EQ,10-04-2019,351.6,350.8,354.4,338,338.45,340,347.35,4289454,1489942764,44607,1066170,24.86
BHARTIARTL,EQ,11-04-2019,340,341.7,351.25,337.15,346.8,346.35,345.92,16393215,5670763245,110059,5171693,31.55
BHARTIARTL,EQ,12-04-2019,346.35,347,350.35,339,343,341.95,343.75,7525281,2586811770,93543,2325246,30.9
BHARTIARTL,EQ,15-04-2019,341.95,344.9,349,334.8,348,347.7,341.45,9201883,3141996800,82816,3643049,39.59
BHARTIARTL,EQ,16-04-2019,347.7,348,351.1,340.75,349.9,348.75,346.14,8579411,2969709034,126145,4210763,49.08
BHARTIARTL,EQ,18-04-2019,348.75,349.5,350.45,332.65,344.9,346.95,341.94,14545230,4973545566,168063,7003539,48.15
BHARTIARTL,EQ,22-04-2019,346.95,344,358.55,336.6,352,349.4,346.74,13824740,4793602359,154209,4650998,33.64
BHARTIARTL,EQ,23-04-2019,349.4,325,325.4,314.2,317.3,316.5,319.44,11412878,3645704178,110806,2255856,19.77
BHARTIARTL,EQ,24-04-2019,316.5,316.5,326.3,315.6,323.75,324.5,322.13,7029531,2264404261,71090,1857747,26.43
BHARTIARTL,EQ,25-04-2019,324.5,322.8,332.9,321,332.7,328.5,327.66,11305703,3704385818,76972,6553370,57.97
BHARTIARTL,EQ,26-04-2019,328.5,330,335.7,322.3,325.25,325.45,327,4908166,1604961951,64764,1280274,26.08
BHARTIARTL,EQ,30-04-2019,325.45,324,326.8,314.05,319.75,320.3,318.75,6026790,1921051530,101103,2510689,41.66
BHARTIARTL,EQ,02-05-2019,320.3,322.9,329.4,321.6,325.6,324.2,326.15,7779750,2537399687,67167,2443049,31.4
BHARTIARTL,EQ,03-05-2019,324.2,324.45,333.85,324.45,332.75,331.45,330.73,9718936,3214384372,111612,3558238,36.61
BHARTIARTL,EQ,06-05-2019,331.45,331.45,336.4,326.5,333.25,333.45,332.08,14596079,4847078172,122731,5611023,38.44
BHARTIARTL,EQ,07-05-2019,333.45,340,340.85,321.45,323.85,324.95,330.53,17408388,5754031865,133670,4800265,27.57
BHARTIARTL,EQ,08-05-2019,324.95,324.85,327.45,320.1,325,324.5,323.94,4774792,1546751379,60927,898161,18.81
BHARTIARTL,EQ,09-05-2019,324.5,321.25,326.2,312.6,318.5,315.45,320.52,7850740,2516330735,77427,3372094,42.95
BHARTIARTL,EQ,10-05-2019,315.45,318.9,328.4,315.2,321.5,324.1,322.96,7711197,2490413927,77863,1556406,20.18
BHARTIARTL,EQ,13-05-2019,324.1,321.5,327.35,314.65,319.8,318.65,323.43,6498273,2101760015,60645,2722062,41.89
BHARTIARTL,EQ,14-05-2019,318.65,316,339.7,315.2,338,336.6,330.06,10752770,3549013290,93074,2780565,25.86
BHARTIARTL,EQ,15-05-2019,336.6,336,338,328.7,330.85,331.25,333.58,7639127,2548279800,106167,2859517,37.43
BHARTIARTL,EQ,16-05-2019,331.25,332,333.3,321.05,323.75,325.2,326.23,4507071,1470322760,62740,1188339,26.37
BHARTIARTL,EQ,17-05-2019,325.2,323.7,330.7,322.15,327,328.45,326.01,4042029,1317722486,62350,1216924,30.11
BHARTIARTL,EQ,20-05-2019,328.45,332.05,341.95,331,340,340.1,335.84,7713557,2590482820,63120,2936355,38.07
BHARTIARTL,EQ,21-05-2019,340.1,340,340.1,328.55,331,330.65,334.15,4237059,1415813121,56399,1538735,36.32
BHARTIARTL,EQ,22-05-2019,330.65,331,337.95,328.65,336.5,335.15,334.03,6666818,2226908908,93245,2679930,40.2
BHARTIARTL,EQ,23-05-2019,335.15,337.55,349,334.2,338.8,338.8,341.53,5349429,1826968826,84882,1887212,35.28
BHARTIARTL,EQ,24-05-2019,338.8,340.05,356,340,353,353.2,349.09,9576934,3343226110,89056,3997806,41.74
BHARTIARTL,EQ,27-05-2019,353.2,349.7,351.9,346.35,349,349.5,349.01,3930538,1371781665,59349,1354117,34.45
BHARTIARTL,EQ,28-05-2019,349.5,348.75,351.7,341.7,345.6,345.6,345.44,8484214,2930758175,85128,4664101,54.97
BHARTIARTL,EQ,29-05-2019,345.6,343.8,345.15,337.85,338.25,338.8,340.4,4497114,1530836678,57143,1919936,42.69
BHARTIARTL,EQ,30-05-2019,338.8,340,349.55,339.55,345.75,346.7,346.13,13891400,4808255042,114579,6830340,49.17
BHARTIARTL,EQ,31-05-2019,346.7,349,352.4,344.45,348.05,348.8,348.68,10825441,3774629215,117509,6032690,55.73
BHARTIARTL,EQ,03-06-2019,348.8,351.5,355.75,348.85,352.2,352.75,351.93,5118048,1801181215,116863,2860633,55.89
BHARTIARTL,EQ,04-06-2019,352.75,351,355.95,349.75,352.75,352.4,352.48,6625043,2335226389,98488,3577930,54.01
BHARTIARTL,EQ,06-06-2019,352.4,352.8,355.95,348.5,354.65,353.8,352.01,10317108,3631729960,116348,6771509,65.63
BHARTIARTL,EQ,07-06-2019,353.8,353.8,361.95,351.8,357,357.1,357.2,5771494,2061599627,67707,1769114,30.65
BHARTIARTL,EQ,10-06-2019,357.1,354.8,364.65,353.65,363.55,363.45,360.22,5882086,2118863222,78878,2975354,50.58
BHARTIARTL,EQ,11-06-2019,363.45,363,366.95,358.25,362.4,363.25,362.23,5563691,2015315454,84020,2168169,38.97
BHARTIARTL,EQ,12-06-2019,363.25,362.4,362.4,357.1,361,359.9,359.89,2815172,1013142259,42099,849994,30.19
BHARTIARTL,EQ,13-06-2019,359.9,357.05,364.95,357.05,363.55,363.75,362.51,3768622,1366161652,55980,1396647,37.06
BHARTIARTL,EQ,14-06-2019,363.75,362.55,362.95,351.65,353.75,353.3,355.79,5075586,1805820114,89044,2627961,51.78
BHARTIARTL,EQ,17-06-2019,353.3,355.6,355.6,342.1,345.9,344,348.21,6956493,2422300785,103027,3331748,46.46
BHARTIARTL,EQ,18-06-2019,344,345.4,347.35,341.2,346.2,345.15,343.69,4885837,1679229679,59658,2156630,43.52
BHARTIARTL,EQ,19-06-2019,345.15,346.5,348,334.3,340.2,341.1,341.76,3934382,1344613716,52158,1892768,48.11
BHARTIARTL,EQ,20-06-2019,341.1,339.25,350,339.2,349.75,348.55,347.04,3498169,1213994436,38476,1439874,41.16
BHARTIARTL,EQ,21-06-2019,348.55,347.5,349.9,342.7,344.05,343.8,345.62,9584254,3312475281,67420,7696429,80.3
BHARTIARTL,EQ,24-06-2019,343.8,345.15,348.55,343.5,345.5,345.1,346.24,3249667,1125158202,46761,1575190,48.47
BHARTIARTL,EQ,25-06-2019,345.1,345.45,352,344.55,347.65,348.6,347.21,2796405,970937462.9,34292,1476958,52.82
BHARTIARTL,EQ,26-06-2019,348.6,350,352,342.55,345.5,345.55,346.87,4645627,1611449213,64160,2110807,45.44
BHARTIARTL,EQ,27-06-2019,345.55,347.25,350.85,340.9,348.4,348.65,346.63,12895120,4469847676,85691,9407789,72.96
BHARTIARTL,EQ,28-06-2019,348.65,348.4,350,342.5,346.6,346.65,346.01,8576035,2967385045,66021,6189110,72.17
BHARTIARTL,EQ,01-07-2019,346.65,347,349.85,345.15,348.45,348.5,347.66,3405198,1183866722,74444,1664891,48.89
BHARTIARTL,EQ,02-07-2019,348.5,349,354.5,347.35,352.7,353.6,351.74,3745884,1317577944,50799,1460631,38.99
BHARTIARTL,EQ,03-07-2019,353.6,352.9,356.5,349.75,352.9,353.2,354.15,8317090,2945468490,50960,5653437,67.97
BHARTIARTL,EQ,04-07-2019,353.2,353.35,365,353,362.1,362.75,361.71,8407402,3041005084,86438,3971490,47.24
BHARTIARTL,EQ,05-07-2019,362.75,362.75,371.15,360.5,364.85,364.8,365.11,6751716,2465131393,75154,3203297,47.44
BHARTIARTL,EQ,08-07-2019,364.8,362,364.4,354.45,355.05,356.4,359.53,3478536,1250625593,58382,1373302,39.48
BHARTIARTL,EQ,09-07-2019,356.4,356,363.25,354.1,362.4,362.3,359.07,3859398,1385804610,58508,1558836,40.39
BHARTIARTL,EQ,10-07-2019,362.3,362.9,364.9,353.65,358,358.55,357.83,5201801,1861381544,95195,2589301,49.78
BHARTIARTL,EQ,11-07-2019,358.55,358.25,362.4,356.3,360.5,360.75,359.8,3448755,1240859068,45092,1694281,49.13
BHARTIARTL,EQ,12-07-2019,360.75,360.8,360.8,354.15,357.6,356.1,355.91,4662763,1659523341,55187,2417977,51.86
BHARTIARTL,EQ,15-07-2019,356.1,357.6,359.4,349.15,351,350.6,352.66,3459346,1219963056,38585,1668581,48.23
BHARTIARTL,EQ,16-07-2019,350.6,351,354.95,349.65,350.55,350.75,351.32,3584392,1259273114,42770,2179268,60.8
BHARTIARTL,EQ,17-07-2019,350.75,350.55,353.4,344.8,347.25,346.25,348.45,4677593,1629923636,48221,2166868,46.32
BHARTIARTL,EQ,18-07-2019,346.25,348,351.2,338.6,343,342.5,345.25,3642763,1257671938,56024,1286906,35.33
BHARTIARTL,EQ,19-07-2019,342.5,343.5,346,336.1,340.6,339.95,340.26,2470956,840777393.4,46180,931013,37.68
BHARTIARTL,EQ,22-07-2019,339.95,339,343.5,335.6,341.55,342.55,340.71,3062655,1043478827,60696,1233693,40.28
BHARTIARTL,EQ,23-07-2019,342.55,342.95,348.5,337.4,343.5,343.6,343.02,3614547,1239865489,63072,1381241,38.21
BHARTIARTL,EQ,24-07-2019,343.6,344,344.75,335.75,339.1,338.9,338.41,4751577,1607971421,55153,2542694,53.51
BHARTIARTL,EQ,25-07-2019,338.9,335,343.45,334.55,337.6,339,340.16,7460110,2537628518,80635,3567480,47.82
BHARTIARTL,EQ,26-07-2019,339,338,338.9,328.2,333.55,334.9,333.22,4995313,1664530945,81882,2217742,44.4
BHARTIARTL,EQ,29-07-2019,334.9,334.7,336.45,328.1,334,334.55,333.96,4979396,1662923115,50773,2462553,49.45
BHARTIARTL,EQ,30-07-2019,334.55,337,348.3,335.15,347.9,345.75,344.41,12722092,4381621009,112087,6006477,47.21
BHARTIARTL,EQ,31-07-2019,345.75,343.2,353.75,332.7,336,337.6,340.98,10861621,3703547310,93735,4759990,43.82
BHARTIARTL,EQ,01-08-2019,337.6,335,338.75,321.15,325,323.9,329.6,9773900,3221466825,119566,4845703,49.58
BHARTIARTL,EQ,02-08-2019,323.9,332,354.95,327.2,346.55,343.55,337.94,28059958,9482584584,207640,8421453,30.01
BHARTIARTL,EQ,05-08-2019,343.55,340.1,361.65,339.05,359.1,357.7,348.5,15227460,5306818438,177845,6315333,41.47
BHARTIARTL,EQ,06-08-2019,357.7,354.1,375.4,354.1,369,368.45,365.55,17019717,6221558067,206848,7538326,44.29
BHARTIARTL,EQ,07-08-2019,368.45,368,372.95,362.5,365.1,366.1,368.43,12524292,4614346251,131915,6652825,53.12
BHARTIARTL,EQ,08-08-2019,366.1,366,378.75,365.4,371.6,372.15,373.28,16050094,5991099343,171967,9760415,60.81
BHARTIARTL,EQ,09-08-2019,372.15,372,373.75,364.15,371.05,371.15,369.63,7700362,2846321509,114336,3539338,45.96
BHARTIARTL,EQ,13-08-2019,371.15,361.2,365,346.15,353.55,351.65,352.5,14028958,4945249386,221330,5308444,37.84
BHARTIARTL,EQ,14-08-2019,351.65,355,363.85,347.3,361,361.2,359.15,7669905,2754629477,98916,3493025,45.54
BHARTIARTL,EQ,16-08-2019,361.2,360,365,355,363.45,361.55,360.31,5719722,2060867754,127981,2489195,43.52
BHARTIARTL,EQ,19-08-2019,361.55,363.45,366.25,359.8,360.6,361,363.19,4521771,1642248181,57613,2313074,51.15
BHARTIARTL,EQ,20-08-2019,361,360.5,362.35,357.4,357.5,358.05,359.61,5266052,1893737659,53137,3350553,63.63
BHARTIARTL,EQ,21-08-2019,358.05,358,360.2,353.15,355.75,354.9,356.83,4046902,1444041805,64648,2348367,58.03
BHARTIARTL,EQ,22-08-2019,354.9,355,357.2,351,351.95,352.75,354.18,3113528,1102750260,54764,1462340,46.97
BHARTIARTL,EQ,23-08-2019,352.75,354,358.95,350.5,355.95,356.4,355.35,4590240,1631123457,73865,2432559,52.99
BHARTIARTL,EQ,26-08-2019,356.4,357.95,362.65,346.9,359.9,360.65,358.35,4931663,1767255263,98189,2513454,50.97
BHARTIARTL,EQ,27-08-2019,360.65,362.5,368.2,344.75,347.95,348.3,349.6,32201102,11257584649,263571,24092969,74.82
BHARTIARTL,EQ,28-08-2019,348.3,349.5,349.5,340.5,348,345.8,344.52,5524473,1903313946,56340,1993897,36.09
BHARTIARTL,EQ,29-08-2019,345.8,342.35,349.75,341.15,344.4,343.5,344.75,5929198,2044106396,60668,2753670,46.44
BHARTIARTL,EQ,30-08-2019,343.5,345,349.6,338.75,346.8,346.8,344.46,4765624,1641544494,63673,2312483,48.52
BHARTIARTL,EQ,03-09-2019,346.8,345.5,345.95,335.5,336,336.85,340.35,4226095,1438345493,86590,2071265,49.01
BHARTIARTL,EQ,04-09-2019,336.85,336,347.35,335.1,345,345.7,343.06,5144579,1764910139,69974,1993303,38.75
BHARTIARTL,EQ,05-09-2019,345.7,345,349.35,340.95,347.35,347.7,345.5,3264321,1127814367,49728,1102294,33.77
BHARTIARTL,EQ,06-09-2019,347.7,350.2,354,345.1,349.65,349.25,350.02,6274987,2196386190,55401,2012994,32.08
BHARTIARTL,EQ,09-09-2019,349.25,350.95,357.4,349.55,357.2,356.45,353.46,3712496,1312230845,51838,1143375,30.8
BHARTIARTL,EQ,11-09-2019,356.45,361.75,361.95,351.2,355.95,355.1,355.81,4810430,1711591052,67030,2290194,47.61
BHARTIARTL,EQ,12-09-2019,355.1,358.4,358.4,346.75,347.6,347.55,349.7,5535262,1935675479,90710,2457453,44.4
BHARTIARTL,EQ,13-09-2019,347.55,347.6,349.7,340.9,344,343.05,343.05,4920207,1687855755,53879,2044656,41.56
BHARTIARTL,EQ,16-09-2019,343.05,343,345.4,338.4,344,344,343.12,5010025,1719024142,60261,2532383,50.55
BHARTIARTL,EQ,17-09-2019,344,348.8,348.8,332.55,341.15,339.85,337.97,8329655,2815160505,83318,3268380,39.24
BHARTIARTL,EQ,18-09-2019,339.85,341.6,344.15,334.6,336.1,335.6,336.72,7490889,2522314243,60821,4219358,56.33
BHARTIARTL,EQ,19-09-2019,335.6,338.4,342.55,334.7,337,337.6,337.55,11672389,3939987421,78725,7240487,62.03
BHARTIARTL,EQ,20-09-2019,337.6,339.7,365.1,335.05,353.15,356.4,352.45,15528435,5473008709,126040,9123543,58.75
BHARTIARTL,EQ,23-09-2019,356.4,356,362.25,345,347.5,348,352.36,5746894,2024977044,91333,2876789,50.06
BHARTIARTL,EQ,24-09-2019,348,348,352,345.4,349,348.65,348.86,4722666,1647543977,60158,2870287,60.78
BHARTIARTL,EQ,25-09-2019,348.65,349.05,350.95,338,343,341.65,342.67,4610586,1579917669,105706,2465988,53.49
BHARTIARTL,EQ,26-09-2019,341.65,341.05,347.05,340.45,343.15,344.05,344.13,4867361,1675006189,71004,2489737,51.15
BHARTIARTL,EQ,27-09-2019,344.05,344,354.9,339.25,354,349.1,345.53,3353263,1158659777,45650,1512867,45.12
BHARTIARTL,EQ,30-09-2019,349.1,353,374.9,344.25,373.3,367.05,356.16,19616421,6986635478,132233,10004860,51
BHARTIARTL,EQ,01-10-2019,367.05,370,370.65,346.85,352,350.95,356.45,7208995,2569626490,88351,1897301,26.32
BHARTIARTL,EQ,03-10-2019,350.95,350.95,355.6,341.3,346.5,344.9,348.71,4944826,1724286614,71947,1562219,31.59
BHARTIARTL,EQ,04-10-2019,344.9,348.3,348.7,334.25,338.85,339.5,340.42,4705661,1601881135,91542,1812445,38.52
BHARTIARTL,EQ,07-10-2019,339.5,338,346.75,337.1,341.6,341.55,343.03,3500384,1200750769,53795,580841,16.59
BHARTIARTL,EQ,09-10-2019,341.55,343.1,360.85,339,359.4,359.4,354.01,8685318,3074710631,83977,2537605,29.22
BHARTIARTL,EQ,10-10-2019,359.4,362.9,385,362,375.05,377.25,376.25,47660614,17932349997,422520,24993447,52.44
BHARTIARTL,EQ,11-10-2019,377.25,374.95,385.35,372.6,384.45,382.9,378.67,10908530,4130745360,116345,3474734,31.85
BHARTIARTL,EQ,14-10-2019,382.9,384.45,397,380.25,392.95,393.55,390.64,10729180,4191203205,108851,3338973,31.12
BHARTIARTL,EQ,15-10-2019,393.55,390,391.95,381.55,382.4,383.65,385.68,8585170,3311118513,80720,3167721,36.9
BHARTIARTL,EQ,16-10-2019,383.65,381.1,386.8,377.35,385,385.25,384.24,8912567,3424527100,140584,4316565,48.43
BHARTIARTL,EQ,17-10-2019,385.25,385,387.5,379.05,384.95,385.85,383.67,4787789,1836943323,66315,1977345,41.3
BHARTIARTL,EQ,18-10-2019,385.85,384.95,386.4,380.5,383.3,383.5,383.24,3979009,1524909665,47678,1751416,44.02
BHARTIARTL,EQ,22-10-2019,383.5,381.8,396.5,367.2,372.65,374.1,385.63,11357444,4379782615,146478,5294730,46.62
BHARTIARTL,EQ,23-10-2019,374.1,373.5,378,355,360.4,360.35,364.08,13337712,4855975330,123290,4673816,35.04
BHARTIARTL,EQ,24-10-2019,360.35,353.95,376.35,325.5,371,372.35,350.57,72697775,25485559618,511839,22123919,30.43
BHARTIARTL,EQ,25-10-2019,372.35,369.9,378.4,362.6,372.25,375.15,369.89,27754837,10266198839,211920,11448260,41.25
BHARTIARTL,EQ,27-10-2019,375.15,372,375.5,365.6,372.5,373.1,370.79,1995673,739983259.2,16824,143546,7.19
BHARTIARTL,EQ,29-10-2019,373.1,363,365.65,353.1,360.8,359.9,359.78,36231891,13035491121,250129,17421538,48.08
BHARTIARTL,EQ,30-10-2019,359.9,364.3,371.35,360.65,367.55,367.95,367.32,16869202,6196413523,151095,7194119,42.65
BHARTIARTL,EQ,31-10-2019,367.95,366.7,376.8,363.75,373.4,374.25,370.28,12794123,4737410713,146440,6376791,49.84
BHARTIARTL,EQ,01-11-2019,374.25,363.35,376.4,363.35,373.4,373.05,371.44,13682012,5082109740,86732,7334037,53.6
BHARTIARTL,EQ,04-11-2019,373.05,378.25,381.7,374,377.35,378,378.31,7620719,2883020032,72747,3749882,49.21
BHARTIARTL,EQ,05-11-2019,378,377,385.5,374.55,385,383.95,381.36,6641731,2532910326,80001,3014755,45.39
BHARTIARTL,EQ,06-11-2019,383.95,385,385.4,370.25,370.75,371.45,375.26,8181919,3070381465,102652,3969762,48.52
BHARTIARTL,EQ,07-11-2019,371.45,374.8,375.5,369.05,372.6,371.75,372.3,4816149,1793074500,60144,2192580,45.53
BHARTIARTL,EQ,08-11-2019,371.75,370,375.85,366.6,368.4,369.15,370.37,5982102,2215611611,50951,2826260,47.25
BHARTIARTL,EQ,11-11-2019,369.15,371.25,373.95,368.25,371.7,371.5,371.18,2774571,1029876195,33936,914505,32.96
BHARTIARTL,EQ,13-11-2019,371.5,372.1,373.4,366.15,366.15,368.6,369.49,6424227,2373686078,59572,4255455,66.24
BHARTIARTL,EQ,14-11-2019,368.6,357.9,367.1,350.3,365.6,362.5,358.32,21091587,7557478154,234261,9521820,45.15
BHARTIARTL,EQ,15-11-2019,362.5,357.85,398.5,357.25,396,393.05,384.9,55174490,21236761449,431042,10115442,18.33
BHARTIARTL,EQ,18-11-2019,393.05,396,420.55,392.1,411.2,409.2,409.8,42661408,17482815977,340162,7809498,18.31
BHARTIARTL,EQ,19-11-2019,409.2,426.9,445.65,421.45,444.65,439.35,431.74,62786851,27107664376,499382,23085997,36.77
BHARTIARTL,EQ,20-11-2019,439.35,448.3,452.95,433.1,437.4,437.3,444.16,55644344,24715008245,336654,21010650,37.76
BHARTIARTL,EQ,21-11-2019,437.3,442.5,442.5,422.2,426.85,426.3,428.02,22178883,9492925448,174349,7425728,33.48
BHARTIARTL,EQ,22-11-2019,426.3,423,429.95,417,418.35,420.65,422.84,16775621,7093372571,129774,4880604,29.09
BHARTIARTL,EQ,25-11-2019,420.65,421.35,455.65,421.35,454.85,451.4,442.17,33483563,14805559335,232992,9252878,27.63
BHARTIARTL,EQ,26-11-2019,451.4,445,447,429.9,433.2,432.35,435.86,23466171,10228053379,212454,11477863,48.91
BHARTIARTL,EQ,27-11-2019,432.35,433.5,437,426.4,435.55,433.35,431.4,13336531,5753397587,97343,4742292,35.56
BHARTIARTL,EQ,28-11-2019,433.35,433.35,443.9,428.5,439.7,436.65,435.71,21940833,9559872652,171624,7018791,31.99
BHARTIARTL,EQ,29-11-2019,436.65,439.6,449.65,435.15,441.55,442.45,443.78,20010753,8880357951,225731,6197972,30.97
BHARTIARTL,EQ,02-12-2019,442.45,471.15,485.6,455.05,460.7,458.6,470.8,55735805,26240342189,412018,22791403,40.89
BHARTIARTL,EQ,03-12-2019,458.6,462.8,465.05,445.25,460.85,459.1,454.58,23871561,10851540325,199272,5695228,23.86
BHARTIARTL,EQ,04-12-2019,459.1,460.85,464.8,454.7,460.8,461.4,460.21,16541195,7612487953,165487,5932359,35.86
BHARTIARTL,EQ,05-12-2019,461.4,463.3,463.6,445.35,449.15,447.35,451.19,17317332,7813452899,159675,5003771,28.89
BHARTIARTL,EQ,06-12-2019,447.35,451.9,452.4,442.85,442.95,444.85,447.18,11415172,5104658563,103951,3247080,28.45
